1,1
2,3
3,6
4,24
5,50
6,104
7,122
8,230
9,210
10,290
11,237
12,263
13,228
14,226
15,263
16,184
17,153
18,155
19,133
20,139
21,68
22,68
23,67
24,65
25,58
26,39
27,37
28,37
29,37
30,37
31,3
32,3
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
