1,3
2,5
3,7
4,22
5,41
6,80
7,94
8,167
9,159
10,266
11,224
12,253
13,229
14,228
15,288
16,224
17,192
18,194
19,172
20,186
21,96
22,95
23,92
24,91
25,88
26,44
27,42
28,42
29,40
30,42
31,12
32,12
33,12
34,12
35,12
36,8
37,8
38,8
39,8
40,8
41,5
42,5
43,5
44,5
45,5
46,5
47,5
48,5
49,5
50,5
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,2
60,2
